idcontrato,tipoContrato,tipoprocedimento,objectoContrato,adjudicante,adjudicatarios,dataPublicacao,dataCelebracaoContrato,precoContratual,cpv,prazoExecucao,localExecucao,fundamentacao,ProcedimentoCentralizado,DescrAcordoQuadro
10464677,1,3,CP17/2023 - Apoio Técnico Stands_Fitur e BTL 2024,183,6106,2024-01-15,2024-01-15,196500.0,20,120,,11.0,Não,
10464686,1,1,"Aquisição de Serviços de Limpeza dos Espaços Escolares da EB 2/3, da Escola Secundária de Moura e do Centro Escolar dos Bombeiros, pelo período de 12 meses",370,6122,2024-01-15,2024-01-10,65082.0,64,366,205.0,16.0,Não,
10464738,3,4,Fornecimento de medicamentos do grupo 4: sangue,84,6137,2024-01-15,2024-01-11,4059.0,224,1085,49.0,22.0,Não,28.0
10464748,3,3,"PROC-DP-79/2023 - Concurso Público sem Publicidade Internacional para o Fornecimento de Bebidas Quentes em Máquinas de Venda/Dispensa Automática nas Instalações da Águas do Douro e Paiva, S.A. e da SI",1399,6139,2024-01-15,2024-01-10,19529.1,1588,1096,203.0,28.0,Sim,
10464818,3,4,Fornecimento de medicamentos do grupo 4: sangue,150,6145,2024-01-15,2024-01-11,7146.75,50,1085,49.0,29.0,Não,28.0
10464924,3,4,Fornecimento de medicamentos do grupo 4: sangue,67,6146,2024-01-15,2024-01-11,303674.04,354,1085,49.0,32.0,Não,28.0
10464934,3,3,C. Público n.º 11/23 - Aquisição de bens - Veículos elétricos,182,6147,2024-01-15,2024-01-10,32995.0,20,120,9.0,34.0,Não,
10464942,3,1,Fornecimento de sumos e águas,1072,6156,2024-01-15,2024-01-02,12683.0,20,365,206.0,40.0,Não,
10465021,1,2,Aquisição de serviços de desenvolvimento de processos no ERP - GIAF para o tratamento dos contratos ao abrigo de acordos-quadro e reparticação analítica (PC.001.2023.4952),96,6159,2024-01-15,2024-01-03,8600.0,295,42,26.0,42.0,Não,
10465071,2,3,Construção de Lar Residencial,135,6160,2024-01-15,2024-01-11,2949400.0,63,731,10.0,47.0,Não,
10465188,1,2,Aquisição de serviços de vigilância eletrónica em estabelecimentos escolares em regime de fornecimento continuo de janeiro a abril de 2024,248,6169,2024-01-15,2024-01-09,17034.4,235,112,33.0,49.0,Não,
10465245,3,1,Fornecimento contínuo de consumíveis para as impressoras do Município de FCR  ,68,6180,2024-01-15,2024-01-12,30600.83,355,731,107.0,53.0,Não,
10465249,3,1,Fornecimento Contínuo de Produtos de Limpeza,85,6181,2024-01-15,2024-01-01,12682.01,52,366,75.0,54.0,Não,
10465255,3,3,CP14/2023 - Aquisição de biotriturador estilhador rebocável,13,6193,2024-01-15,2024-01-15,31900.0,78,30,,56.0,Não,
10465291,3,1,"Fornecimento de eletricidade para carregamento de veículos elétricos em postos de carregamento públicos para Mobilidade Elétrica, em regime de mercado livre para Portugal Continental",68,6198,2024-01-15,2024-01-12,69394.97,2023,731,23.0,61.0,Não,
10465321,1,2,UEP-HU Contratação de Recursos Humanos – Internalização do serviço HU - 2024 Januário Fidalgo,85,6199,2024-01-15,2024-01-02,13200.0,128,364,23.0,70.0,Não,
10465360,1,3,Aquisição de serviços de comunicação – 36 meses,201,6206,2024-01-15,2024-01-12,84546.0,224,1096,137.0,74.0,Não,
10465393,2,3,"Empreitada 103/GEBALIS/2023 - Bairro Condado - AV JOAO PAULO II, LT. 562 - 8 F - Obras de reabilitação em frações de habitação municipal",443,6210,2024-01-15,2024-01-11,31500.0,1588,45,23.0,80.0,Não,
10465455,1,3,"Faculdade de Direito - Aquisição de serviços de SIP-Trunks sobre a Rede Ciência, Tecnologia e Sociedade (RCTS) 2024 a 2026",201,6211,2024-01-15,2024-01-09,9756.0,52,1096,23.0,91.0,Sim,
10465489,2,3,Drenagem de Águas Pluviais na Avenida da Universidade,443,6214,2024-01-15,2024-01-12,174305.0,356,90,118.0,12.0,Não,
10465496,3,3,Procedimento centralizado para aquisição de Material de Economato,371,6215,2024-01-15,2024-01-12,1457.65,149,731,,36.0,Sim,
10465500,1,3,Gestão de Projetos e Empreendimentos - Lote E,372,6221,2024-01-15,2024-01-01,107280.0,149,1095,10.0,62.0,Não,
10465559,1,2,Prestação de serviços na área de ação social,171,6223,2024-01-15,2024-01-01,12480.0,20,366,89.0,66.0,Não,
10465574,3,2,19/AD/ECO/2023 - Aquisição de 40 oleões e 40 contentores para deposição de óleos alimentares usados.,373,6228,2024-01-15,2024-01-08,13800.0,357,21,52.0,67.0,Não,
10465793,3,3,05/CP/ECO/2023 - Aquisição de Contentores para a Recolha Porta a Porta,18,6233,2024-01-15,2024-01-08,129200.0,214,45,52.0,71.0,Não,
10465795,1,2,UEP-HU Contratação de Recursos Humanos – Internalização do serviço HU - 2024 Sérgio Silva,135,6240,2024-01-15,2024-01-02,12000.0,11,364,23.0,79.0,Não,
10465810,1,3,PRESTAÇÕES DE SERVIÇOS DE FORNECIMENTO DE_x000D_ REFEIÇÕES E LANCHES,13,6245,2024-01-15,2024-01-15,289442.0,1432,1096,208.0,4.0,Não,
10465839,2,2,Empreitada de Construção do Museu do Ouro e da Relojoaria,124,6247,2024-01-15,2024-01-03,29904.0,19,30,85.0,6.0,Não,
10465848,1,2,PPC32/2023_BS/DA_LOCAÇÃO DE VIATURA DE RECOLHA DE RESIDUOS,508,6249,2024-01-15,2024-01-08,25338.14,669,30,35.0,7.0,Não,
10465875,1,1,Aquisição de serviços para limpeza de ruas e manutenção de jardins,191,6272,2024-01-15,2024-01-08,4800.0,110,730,72.0,15.0,Não,
10465902,4,1,Locação para a colocação de sistemas de intrusão e incêndio nos edifícios Municipais.,13,6278,2024-01-15,2024-01-12,34344.0,358,1096,100.0,31.0,Não,
10465905,3,2,KIT PARA INJEÇÃO INTRAVITREA,210,6284,2024-01-15,2024-01-05,13590.0,156,91,15.0,33.0,Não,
10465915,1,3,"Serviços de limpeza de fossas domésticas, remoção de lamas e desobstrução/limpeza de coletores, escapatórias, caixas de visita, estações elevatórias de águas residuais (EEAR) e recolha para tratamento",374,6287,2024-01-15,2024-01-12,98369.1,359,731,28.0,35.0,Não,
10465934,1,2,"AD_160/2023 -  Aquisição de serviços de limpeza para os estabelecimentos de saúde do concelho de Coimbra que transferem para a tutela do Município de Coimbra a partir 
de 01 de janeiro de 2024",124,6289,2024-01-15,2024-01-12,64654.79,1029,36,56.0,37.0,Não,
10465966,1,2,Reparação do Aparelho de Fototerapia,508,6305,2024-01-15,2024-01-15,428.0,360,5,21.0,38.0,Não,
10466033,1,3,Aquisição de serviços de suporte à coordenação e execução dos projetos PRR a cargo da DGPJ e a contratação de equipa de gestão de projetos,68,6317,2024-01-15,2024-01-12,1400000.0,361,730,,48.0,Não,
10466131,1,1,AQUISIÇÃO DE APÓLICES DE SEGUROS DE ACIDENTES PESSOAIS DO CORPO ATIVO E NÃO ATIVO DOS BOMBEIROS VOLUNTÁRIOS DE CELORICO DA BEIRA ,85,6324,2024-01-15,2024-01-15,6396.0,92,366,209.0,51.0,Não,
10466156,7,3,"Aquisição de apanha fumos, grelhador e serviços de aluguer de equipamentos para a Feira do Fumeiro e Presunto de Barroso 2024",298,6336,2024-01-15,2024-01-04,24950.0,346,7,13.0,72.0,Não,
10466172,1,2,Aquisição de serviços de mudanças para a nova sede da AMT,183,6348,2024-01-15,2024-01-15,8300.0,1277,5,23.0,73.0,Não,
10466279,1,2,ADG/180/23/DCP - Aquisição de serviços para certificação das despesas realizadas com os projetos inseridos nos Programas URBACT e INTERREG,23,6351,2024-01-15,2024-01-23,11800.0,362,1096,115.0,77.0,Não,
10466367,3,5,3023003810/Fornecimento de combustível MGO e colorido,375,6360,2024-01-15,2024-01-12,12024740.0,363,366,61.0,78.0,Não,49.0
10466373,1,1,"Aquisição de Serviços de Limpeza de Fossas (Recolha, Transporte e Descarga em Etar de Lamas Domésticas)",51,6367,2024-01-15,2024-01-15,22000.0,26,365,65.0,88.0,Não,
10466384,3,1,FORNECIMENTO DE MATERIAL DESPORTIVO PARA ESCOLAS DO 1º CICLO DO ENSINO BASICO,216,6374,2024-01-15,2024-01-12,6291.25,364,30,87.0,89.0,Não,
10466423,1,2,"Elaboração de Estudo Económico-Financeiro para Revisão e Criação das Taxas Previstas e a Incluir no Regulamento Municipal de Urbanização, Edificação, Taxas e Compensações Urbanísticas",349,6378,2024-01-15,2024-01-11,15000.0,1299,152,48.0,4.0,Não,
10466426,3,1,"Aquisição de produtos diversos, por lote, Bufete e Desporto Escolar, para o ano de 2024",42,6384,2024-01-15,2024-01-12,7233.89,1505,335,3.0,6.0,Não,
10466461,1,2,"Aquisição de serviços de manutenção e fornecimento de consumíveis para as impressoras e máquinas multifunções, para o ano 2024",705,6385,2024-01-15,2024-01-04,7500.0,1670,366,33.0,7.0,Não,
10466464,1,2,"Aquisição de Serviços de Consultoria Autárquica nas vertentes contabilística, financeira e de avaliação do desempenho da administração pública - SIADAP para o ano 2024",376,6387,2024-01-15,2024-01-15,7800.0,167,366,33.0,15.0,Não,
10466507,1,3,Aquisição de Serviços de Confeção e Entrega de Refeições,448,6391,2024-01-15,2024-01-11,296006.2,216,366,23.0,31.0,Não,
10466997,1,2,"Prestação de serviços para apoio à Divisão de Ação Social e Saúde, para o Município de Cantanhede - AD-CCP-ABS n.º 26/2024",166,6401,2024-01-16,2024-01-15,14432.5,92,352,85.0,33.0,Não,
10467008,7,2,Materiais e mão de obra para instalação de rede de ar comprimido.,161,6424,2024-01-16,2024-01-12,8700.0,25,15,210.0,35.0,Não,
10467105,3,2,AQUISIÇÃO DE SUPORTE PARA GUARDA LATERAL (GRADE),161,6432,2024-01-16,2024-01-12,200.0,365,30,61.0,37.0,Não,
10467124,1,2,"Aquisição do serviço de estacionamento para 2 veículos no Parque de estacionamento da EMEL, Campo das Cebolas (2024)",8,6436,2024-01-16,2024-01-01,3512.16,1126,366,23.0,38.0,Não,
10467126,1,2,AD 02/24 – Aquisição de serviços para apoio técnico e logístico à organização do Corta-mato Escolar Concelhio 23-24,119,6441,2024-01-16,2024-01-12,16259.0,366,1,27.0,48.0,Não,
10467143,1,3,Limpeza das Vias publicas das Vilas e Periferia da Zona Urbana e Zonas Industriais,193,6444,2024-01-16,2024-01-15,274779.96,155,366,4.0,51.0,Não,
10467196,1,2,"Aquisição de serviços, em regime de avença, para o desempenho de conteúdos funcionais próprios de um assistente operacional, para apoio nos Serviços Gerais, pelo período de 5 meses",21,6447,2024-01-16,2024-01-12,4000.0,155,151,196.0,72.0,Não,
10467250,3,1,"Fornecimento contínuo de produtos diversos congelados para os refeitórios escolares do Centro Infantil de Castro Marim, Centro Escolar de Altura e E.B. 2,3 de Castro Marim ",35,6452,2024-01-16,2024-01-11,10216.6,155,182,84.0,73.0,Não,
10467312,3,2,"Aquisição de abrigo para gatos, cerca para delimitação e painéis informativos - Orçamento Participativo 2023",530,6453,2024-01-16,2024-01-09,2451.0,36,30,33.0,77.0,Não,
10467469,1,1,Aquisição de serviços de apoio de recolha de resíduos urbanos e de ajudante nos trabalhos inerentes à operação e manutenção da rede de distribuição de água e saneamento,377,6454,2024-01-16,2024-01-15,6960.0,607,182,65.0,78.0,Não,
10467470,3,2,Aquisição de cicloergómetro para o Serviço de Medicina Intensiva Polivalente (SMIP),1713,6459,2024-01-16,2024-01-16,9950.0,6,5,21.0,88.0,Não,
10467539,3,3,"Concurso Público Internacional n.º 30-2023 UALG - Aquisição de Equipamento de Laboratório, por Lotes",378,6476,2024-01-16,2024-01-15,5650.0,291,30,68.0,89.0,Não,
10467589,3,1,"FORNECIMENTO E MONTAGEM DE PNEUMÁTICOS, ACESSÓRIOS E SERVIÇOS COMPLEMENTARES ",379,6479,2024-01-16,2024-01-08,11000.0,156,365,,1.0,Não,
10467705,3,1,"FORNECIMENTO E MONTAGEM DE PNEUMÁTICOS, ACESSÓRIOS E SERVIÇOS COMPLEMENTARES ",334,6481,2024-01-16,2024-01-08,3000.0,125,365,,2.0,Não,
10467727,1,2,"Prestação de Serviços de Apoio às Atividades, Manutenção e Limpeza do Aquafit - Health & Fitness Club",253,6487,2024-01-16,2024-01-11,10332.0,107,365,212.0,5.0,Não,
10467827,1,1,"Aquisição de Serviços de realização de concertos de palco e de Logística associada –
Feira de Caça, Pesca e Desenvolvimento Rural – 2024",221,6490,2024-01-16,2024-01-12,72400.0,240,2,62.0,8.0,Não,
10468098,3,2,AQUISIÇÃO DE COMBUSTÍVEIS (GASÓLEO RODOVIÁRIO E GASOLINA SEM CHUMBO).,380,6507,2024-01-16,2024-01-12,12000.0,367,366,35.0,9.0,Não,
10468184,2,1,"EMPREITADA PARA A REALIZAÇÃO DE CONSERVAÇÃO CORRETIVA DAS INSTALAÇÕES ESPECIAIS DOS EDIFÍCIOS PROPRIEDADE DO SRPC, IP-RAM ",231,6509,2024-01-16,2024-01-12,55641.0,192,20,138.0,10.0,Não,
10468209,1,5,"PROC-SD-4/2022 - Ajuste Direto ao Abrigo de Acordo Quadro para Aquisição de Serviços e Fornecimentos Diversos para Manutenção, Reparação e Beneficiação dos Equipamentos da Simdouro - LOTE II",195,6515,2024-01-16,2024-01-10,325.0,125,30,21.0,11.0,Não,50.0
10468243,3,2,Ajuste Direto Ref.ª AD3/92/2023 - Fornecimento de cartões s/contacto c/layout pré impresso Coimbra conVIDA,1282,6527,2024-01-16,2024-01-08,46175.0,368,91,56.0,16.0,Não,
10468254,1,1,Aquisição de Serviços de Apoio à Equipa de Contratação pública da AN Erasmus+ EF,380,6529,2024-01-16,2024-01-15,54264.0,61,731,23.0,22.0,Não,
10468263,3,2,AQUISIÇÃO DE 2 GRADES PARA REPARAÇÃO DAS CAMAS,166,6531,2024-01-16,2024-01-12,353.5,61,20,21.0,28.0,Não,
10468342,3,2,Aquisição de Gás Natural,381,6532,2024-01-16,2024-01-10,23000.0,369,60,23.0,29.0,Não,
10468380,3,1, Equipamentos e componentes informáticos,223,6533,2024-01-16,2024-01-16,8370.0,20,20,182.0,32.0,Não,
10468424,1,2,X Congresso Iberoamericano de Ciências Farmacêuticas em Coimbra - fornecimento de serviço de refeições,45,6537,2024-01-16,2024-01-15,5284.56,356,1,200.0,34.0,Não,
10468645,1,1,Aquisição de Serviços para a Área de Apoio Jurídico e Contratação dos Beneficiários da AN Erasmus+ EF,382,6543,2024-01-16,2024-01-15,54264.0,20,731,23.0,40.0,Não,
10468753,1,1,Aquisição da Prestação de serviço de desenvolvimento do Business Plan no âmbito da Candidatura Bairros Comerciais Digitais ao Projeto Porto de Mós 360 - Aviso n.º 12-C16-IO2-2023 ,223,6549,2024-01-16,2024-01-16,27500.0,370,91,213.0,42.0,Não,
10468768,3,3,"Concurso Público Internacional n.º 30-2023 UALG - Aquisição de Equipamento de Laboratório, por Lotes",141,6551,2024-01-16,2024-01-15,4684.5,223,30,68.0,47.0,Não,
10468911,2,1,"Obras de Adaptações de Instalações Sanitárias em Habitações Municipais Ocupadas: Santa Luzia - Rua Ângelo Frondoni - Entrada 32 - Casa 1/E, Santa Luzia - Rua Professor Agostinho da Silva - Entrada 211",25,6562,2024-01-16,2024-01-10,8193.85,1009,60,26.0,49.0,Não,
10469043,1,1,Prestação de serviços de manutenção preventiva e corretiva da frota de autocarros dos SMTUC. ,141,6577,2024-01-16,2024-01-08,23000.0,9,60,56.0,53.0,Não,
10469101,3,2,Aquisição de produtos alimentares no âmbito da responsabilidade social corporativa,210,6585,2024-01-16,2024-01-05,10375.0,371,1,23.0,54.0,Não,
10469134,1,2,Prestação de Serviços de acompanhamento na análise / auditoria aos registos contabilísticos e apoio na validação e submissão da conta de gerência referente ao ano 2024 ,225,6589,2024-01-16,2024-01-16,660.0,372,366,54.0,56.0,Não,
10469157,1,2,"ACOMPANHAMENTO DA MONITORIZAÇÃO A MOVIMENTOS DE VERTENTE NA MAIA, PRAIA FORMOSA E PANASCO ATRAVÉS DE EQUIPAMENTOS GEODÉSICO, INCLINOMÉTRICO E PIEZOMÉTRICO, ILHA DE SANTA MARIA",548,6599,2024-01-16,2024-01-03,74250.0,165,731,214.0,61.0,Não,
10469277,3,3,PROC-SD-40/2023 - Concurso Público com Publicidade Internacional para Acordo Quadro para o fornecimento de bombas e peças de desgaste da marca PCM,225,6600,2024-01-16,2024-01-12,0.0,253,1096,21.0,70.0,Não,
10469396,1,2,Aquisição de serviços para reparação de detetores de gás – reparação de sensor,548,6605,2024-01-16,2024-01-15,176.25,373,1,,74.0,Não,
10469435,1,3,SERVIÇO DE TRANSPORTE DE BENS PESSOAIS CP TB 13,225,6609,2024-01-16,2024-01-15,13505.0,19,70,,80.0,Não,
10469493,3,2,Aquisição de Neuroestimulador Medular,548,6615,2024-01-16,2024-01-11,18340.0,669,20,26.0,91.0,Não,
10469494,1,2,"Aquisição dos serviços de apresentação do espetáculo Uma Partícula Mais Pequena do Que um Grão de Pó no âmbito da NANT - Mostra de Dança 2024, no Teatro Viriato, no dia 17 de janeiro 2024, às 10H30 e ",9,6618,2024-01-16,2024-01-13,6165.0,374,2,15.0,75.0,Não,
10469554,2,3,Empreitada de Iluminação do Parque Urbano da Pasteleira,226,6619,2024-01-16,2024-01-15,149584.16,222,120,26.0,20.0,Não,
10469593,3,2,DIVERSO MATERIAL CLINICO,654,6627,2024-01-16,2024-01-05,12552.0,235,91,15.0,76.0,Não,
10469617,3,2,Aquisição de Dispositivo Ocular ,1049,6642,2024-01-16,2024-01-11,5493.0,375,20,26.0,4.0,Não,
10469637,1,3,172023CP - Aquisição de Serviços de Higiene e Limpeza,139,6644,2024-01-16,2024-01-08,13587.0,92,366,202.0,6.0,Não,
10469719,3,2,Aquisição de Stent´s e Outro MCC,96,6646,2024-01-16,2024-01-11,5500.0,4,20,26.0,7.0,Não,
10469753,1,3,172023CP - Aquisição de Serviços de Higiene e Limpeza,217,6657,2024-01-16,2024-01-08,4468.8,224,366,202.0,15.0,Não,
10469775,1,2,"Aquisição de campanha publicitária através das redes sociais, spots promocionais e referências de animador para o carpe nox 2023/2024",152,6660,2024-01-16,2024-01-11,14802.57,1588,6,177.0,31.0,Não,
10469784,1,1,Proc. 645/JFO/DF/SA/2023 - Aquisição de Seguros para o ano de 2024,135,6662,2024-01-16,2024-01-09,26366.07,376,366,23.0,33.0,Não,
10469786,2,2,Empreitada para o reforço do açude a jusante do pontão do CF da Ribeira / Vila Boa,383,6668,2024-01-16,2024-01-09,7099.0,149,30,215.0,35.0,Não,
10469807,1,1,Aquisição de serviços de assessoria jurídica e representação jurídica,381,6676,2024-01-16,2024-01-12,46800.0,25,1096,216.0,37.0,Não,
10469831,3,1,Fornecimento Contínuo de Inertes (Tout Venant e Pó de Pedra) para o Ano de 2024,384,6680,2024-01-16,2024-01-16,18750.0,224,351,213.0,38.0,Não,
10469832,3,3,"Fornecimento de Válvulas, Juntas de Desmontagem e Ventosas_x000D_ para os Polos da AdCL - 2023",1101,6681,2024-01-16,2024-01-05,85948.84,1588,120,217.0,48.0,Não,
10469874,2,2,Obras de conservação e de Beneficiação da Cobertura do edifício do Contact Center da Segurança Social,270,6684,2024-01-16,2024-01-10,29900.0,377,90,146.0,51.0,Não,
10469914,1,1,"Consulta Prévia, por Lotes, para aquisição de serviços de clipping noticioso (lote 1) e clipping digital (lote 2)",84,6689,2024-01-16,2024-01-09,14823.0,283,7396,23.0,72.0,Não,
10469956,3,2,Aquisição de Sistema de Estimulação Cerebral Profunda,1399,6690,2024-01-16,2024-01-11,27150.0,110,20,26.0,73.0,Não,
10469974,1,3,PF 897/2023 - Aquisição de serviços de recrutamento e seleção de recursos humanos para a Divisão de Desenvolvimento Sociocultural - Ano 2024 - Equipamentos interpretativos e didáticos,48,6703,2024-01-16,2024-01-15,151325.28,349,365,156.0,77.0,Não,
10470098,1,2,Prestação de serviços para elaboração da Revisão do Projeto referente á remodelação do Serviço de Saúde Ocupacional,13,6719,2024-01-16,2024-01-16,14000.0,20,1096,79.0,78.0,Não,
10470107,1,1,"Aquisição de serviços, em regime de tarefa, de motorista",385,6731,2024-01-16,2024-01-14,19800.0,378,365,23.0,88.0,Não,
10470141,3,2,Aquisição de sumos para o ano económico de 2024,13,6732,2024-01-16,2024-01-01,7588.8,379,365,19.0,89.0,Não,
10470147,1,3,AQUISIÇÃO DE SERVIÇOS DE SEGUROS,182,6734,2024-01-16,2024-01-12,469221.7,20,366,206.0,4.0,Não,
10470236,1,2,Concerto Shout (Coro Gospel) no auditório do Fórum Cultural de Alcochete,1072,6738,2024-01-16,2024-01-15,5500.0,370,1,151.0,6.0,Não,
10470251,1,2,PA.003.2023_120 - Aquisição de serviços de assistência técnica sistema de assiduidade 2024.,21,6744,2024-01-16,2024-01-03,2638.0,380,366,21.0,7.0,Não,
10470325,1,3,SERVIÇO DE TRANSPORTE DE BENS PESSOAIS CP TB 14,35,6748,2024-01-16,2024-01-12,5050.0,381,70,23.0,15.0,Não,
10470373,3,4,744.2023 - apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/438 - Derivados do plasma humano para aquisição de medicamentos derivados do plasma,530,6751,2024-01-16,2024-01-03,842530.0,20,366,23.0,31.0,Sim,13.0
10470378,1,2,"Aquisição de Serviços - Renovação do Contrato de Assistência Técnica para manutenção ao equipamento informático, rede e switching do Município de Macedo de Cavaleiros",13,6753,2024-01-16,2024-01-16,6350.0,382,366,179.0,33.0,Não,
10470542,1,2,Aquisição de serviço eletricista (piquete) para apoio a eventos da Divisão de Desenvolvimento Desportivo,13,6754,2024-01-16,2024-01-16,7500.0,380,731,81.0,35.0,Não,
10470624,3,3,Aquisição de diversos equipamentos para atividades letivas promovidas pelo Departamento de Química no âmbito das suas microcredenciais enquadráveis na Aveiro Education and Social Alliance do Plano de ,386,6756,2024-01-16,2024-01-09,4431.2,20,60,118.0,37.0,Não,
10470636,1,10,Convite AIRV 2024 CLOG 9 - Sala e apoio na realização de Formação,21,6757,2024-01-16,2024-01-03,5875.0,20,152,15.0,38.0,Não,
10470644,1,3,190004/2024 Serviços realização MCDT ressonâncias magnéticas ano 2024,35,6763,2024-01-16,2024-01-05,91011.26,137,366,46.0,48.0,Não,
10470680,1,1,Aquisição de serviços de fiscalização da empreitada Linha do Norte,530,6772,2024-01-16,2024-01-09,52700.0,61,300,23.0,51.0,Não,
10470797,1,2,Revisão do projeto de execução da obra de valorização Paisagística das encostas do Castelo,13,6780,2024-01-16,2024-01-03,8750.0,383,13,218.0,72.0,Não,
10470812,1,3,Aquisição de serviços de printing e finishing para dísticos de estacionamento,265,6782,2024-01-16,2024-01-15,77832.0,377,1095,23.0,73.0,Não,
10470854,3,1,CPr.NF.013.2023 - Aquisição de peixe e carne congelados,234,6786,2024-01-16,2024-01-03,20730.4,6,181,,77.0,Não,
10470857,1,2,Pedido de ajuste direto (critério material) do espetáculo THEATER SESSIONS com LURA,23,6791,2024-01-16,2024-01-12,7500.0,317,1,35.0,78.0,Não,
10470867,1,1,Aquisição de serviços de consultoria para a definição do Plano Estratégico de Transição Digital da Cidade do Porto,374,6805,2024-01-16,2024-01-09,73500.0,377,244,,88.0,Não,
10470910,3,2,3024000214/Fornecimento de Sobressalentes para Emergency Request ,387,6833,2024-01-16,2024-01-15,1230.49,384,56,61.0,89.0,Não,
10470951,3,4,Fornecimento de combustíveis rodoviários em Portugal Continental,30,6836,2024-01-16,2024-01-11,36920.0,385,366,,12.0,Sim,17.0
10470969,3,1,CPr.NF.012.2023 - Aquisição de legumes e fruta,19,6849,2024-01-16,2024-01-05,3750.5,237,179,,36.0,Não,
10471063,1,1,236CNS23 Aquisição de Serviços para Elaboração de Projeto de Execução para Substituição das redes hidráulicas na Rua António Granjo e Outras,388,6851,2024-01-16,2024-01-15,14735.0,386,120,26.0,62.0,Não,
10471144,3,2,Fornecimento e colocação de placas de emergência no Estádio Cidade de Barcelos,13,6852,2024-01-16,2024-01-16,5614.0,113,30,12.0,66.0,Não,
10471177,1,2,Prestação de serviços para a elaboração das alterações ao projeto de reabilitação do Pavilhão das Travessas,237,6854,2024-01-16,2024-01-15,39600.0,387,45,139.0,67.0,Não,
10471206,1,1,Prestação de Serviços de reparação da turbina do grupo n.º1 da Central Hidroelétrica de Alvito,381,6856,2024-01-16,2024-01-09,31510.0,209,45,74.0,71.0,Não,
10471343,2,5,PRC_0306/2021_GAE-EB0722-Empreitada geral de substituições / renovações de infraestruturas do Sistema de Águas da Região do Noroeste - Lote D - Municípios de Arouca e Cinfães - Optativo 12,183,6859,2024-01-16,2024-01-08,9942.64,388,30,219.0,79.0,Não,51.0
10471398,3,3,"Aquisição de equipamentos para modernização de laboratórios e oficinas da Escola Superior de Tecnologia e Gestão de Águeda (ESTGA), para as atividades letivas enquadráveis na Aveiro Education and Soci",13,6862,2024-01-16,2024-01-09,19430.0,237,120,118.0,1.0,Não,
10471415,1,2,AD/27/2024 - Contrato Anual de Manutenção Corretiva e Evolutiva - WEBDOC - SGD,191,6863,2024-01-16,2024-01-01,11750.0,123,366,68.0,2.0,Não,
10471457,1,2,prestação de serviços em regime de tarefa para suporte aos serviços de eletricidade nos equipamentos e infraestruturas dependentes da Autarquia e no território da Junta de Freguesia de Charneca de Cap,190,6865,2024-01-16,2024-01-12,5100.0,20,182,61.0,5.0,Não,
10471564,1,2,Revisão e atualização do Caderno de Especificações para Certificação do Figurado de Barcelos,389,6866,2024-01-16,2024-01-15,14800.0,9,274,12.0,8.0,Não,
10471722,3,2,REPARAÇÃO DO LAVADOR DE APARADEIRAS,390,6867,2024-01-16,2024-01-15,81.17,389,15,21.0,9.0,Não,
10471801,1,1,Aquisição de Serviços de Apoio Geral,71,6868,2024-01-16,2024-01-10,24000.0,21,731,23.0,10.0,Não,
10471837,1,2,Gestão remota de Parquímetros,391,6877,2024-01-16,2024-01-15,192213.36,88,1096,17.0,11.0,Não,
10471889,3,5,"AQUISIÇÃO DE MATERIAL ELÉTRICO PARA A ÁGUAS DO NORTE, S.A..",392,6897,2024-01-16,2024-01-04,395.48,53,30,,16.0,Não,52.0
10471922,1,1,Aquisição de serviços de acesso a dados móveis,48,6904,2024-01-16,2024-01-16,3225.6,152,366,23.0,22.0,Não,
10472003,1,2,"Prestação de Serviços de Encarregado de Proteção de Dados, no âmbito do RGPD, pelo período de 12 meses",246,6906,2024-01-16,2024-01-12,16800.0,390,366,3.0,28.0,Não,
10472036,1,1,Prestação dos serviços de transporte da população escolar (circuitos desertos 2 e 23) – ano letivo 2023/2024,496,6907,2024-01-16,2024-01-16,27808.0,42,110,70.0,29.0,Não,
10472132,3,2,Aquisição de viatura com plataforma elevatória em estado novo,159,6909,2024-01-16,2024-01-15,74400.0,2107,45,220.0,32.0,Não,
10472207,1,3,Recolha de óleos alimentares usados,393,6914,2024-01-16,2024-01-15,19800.0,391,1096,175.0,34.0,Não,
10472220,1,2,Prestação de Serviços de Controlo da Qualidade de Água para consumo humano no Município de Santa Cruz das Flores em 2024,394,6918,2024-01-16,2024-01-12,13280.52,392,366,220.0,40.0,Não,
10472223,3,5,"Aquisição de materiais de Instrumentação IV para a Águas do Norte, S.A..",13,6922,2024-01-16,2024-01-03,1475.95,422,30,,42.0,Não,53.0
10472408,1,1,"Aquisição de Serviços para a Equipa de Comunicação, Imagem e Eventos",395,6927,2024-01-16,2024-01-08,51384.0,393,731,23.0,47.0,Não,
10472445,2,1,Pintura das paredes  exteriores do edifício sede,13,6931,2024-01-16,2024-01-05,36940.0,394,91,46.0,49.0,Não,
10472644,1,2,Prestação de Serviços de Limpeza/Higienização no Aquafit - Health & Ftiness Club e Complexo Municipal de Piscinas,77,6938,2024-01-16,2024-01-11,10332.0,395,365,212.0,53.0,Não,
10472656,1,2,Prestação de Serviços de Assessoria Técnica na Recepção do Aquafit - Health & Fitness Club,1176,6947,2024-01-16,2024-01-11,10332.0,123,365,212.0,54.0,Não,
